Time,Price
09:21:09,1471.80
09:21:10,1471.15
09:21:11,1471.10
09:21:12,1470.80
09:21:14,1470.80
09:21:14,1471.20
09:21:15,1470.80
09:21:16,1470.50
09:21:17,1471.05
09:21:18,1471.30
09:21:19,1470.85
09:21:20,1470.95
09:21:21,1471.35
09:21:22,1471.50
09:21:23,1471.50
09:21:25,1471.50
09:21:26,1471.15
09:21:27,1471.50
09:21:28,1471.15
09:21:28,1471.45
09:21:30,1471.50
09:21:30,1470.95
09:21:31,1470.95
09:21:32,1470.85
09:21:33,1470.55
09:21:35,1470.50
09:21:35,1470.80
09:21:37,1470.70
09:21:37,1470.75
09:21:39,1470.15
09:21:39,1470.60
09:21:40,1470.80
09:21:41,1470.60
09:21:43,1470.50
09:21:43,1470.15
09:21:45,1470.15
09:21:45,1470.15
09:21:46,1470.20
09:21:48,1470.50
09:21:48,1470.15
09:21:50,1470.15
09:21:51,1470.15
09:21:51,1470.10
09:21:52,1469.50
09:21:53,1470.00
09:21:55,1470.00
09:21:56,1470.00
09:21:56,1470.00
09:21:57,1469.75
09:21:58,1470.00
09:22:00,1470.10
09:22:01,1469.75
09:22:01,1470.10
09:22:03,1470.00
09:22:03,1469.75
09:22:04,1469.80
09:22:06,1469.50
09:22:07,1469.40
09:22:07,1469.40
09:22:08,1469.35
09:22:09,1469.50
09:22:11,1469.50
09:22:11,1469.50
09:22:12,1469.50
09:22:14,1469.50
09:22:15,1469.50
09:22:15,1469.50
09:22:16,1469.80
09:22:18,1469.50
09:22:19,1469.75
09:22:20,1469.65
09:22:21,1469.75
09:22:23,1469.90
09:22:23,1470.00
09:22:25,1470.15
09:22:26,1470.10
09:22:26,1470.15
09:22:27,1470.10
09:22:29,1470.00
09:22:30,1470.05
09:22:31,1470.00
09:22:32,1470.00
09:22:33,1470.00
09:22:33,1469.80
09:22:34,1469.80
09:22:35,1469.80
09:22:37,1469.80
09:22:37,1469.80
09:22:38,1470.00
09:22:39,1469.90
09:22:40,1469.80
09:22:42,1470.00
09:22:42,1469.80
09:22:43,1469.80
09:22:45,1469.80
09:22:45,1469.80
09:22:47,1469.80
09:22:48,1469.80
09:22:48,1469.80
09:22:50,1469.80
09:22:51,1469.65
09:22:52,1469.80
09:22:52,1469.65
09:22:54,1469.80
09:22:55,1469.80
09:22:55,1469.65
09:22:56,1470.10
09:22:58,1470.25
09:22:58,1470.65
09:22:59,1470.40
09:23:01,1470.35
09:23:02,1470.35
09:23:02,1470.65
09:23:04,1470.35
09:23:05,1470.75
09:23:06,1470.45
09:23:07,1471.00
09:23:07,1471.00
09:23:08,1470.90
09:23:10,1471.35
09:23:10,1471.40
09:23:12,1471.45
09:23:13,1471.45
09:23:14,1471.45
09:23:15,1471.45
09:23:16,1471.40
09:23:16,1471.50
09:23:18,1471.40
09:23:19,1471.45
09:23:20,1471.40
09:23:21,1471.45
09:23:22,1471.50
09:23:23,1471.50
09:23:24,1471.45
09:23:25,1471.45
09:23:26,1471.50
09:23:27,1471.65
09:23:28,1471.65
09:23:29,1472.00
09:23:30,1471.75
09:23:31,1471.85
09:23:32,1472.20
09:23:32,1472.30
09:23:34,1472.25
09:23:35,1472.40
09:23:36,1472.50
09:23:37,1472.50
09:23:38,1472.45
09:23:39,1472.45
09:23:40,1472.45
09:23:41,1472.50
09:23:42,1472.45
09:23:43,1472.50
09:23:44,1472.60
09:23:45,1472.60
09:23:46,1472.45
09:23:47,1472.60
09:23:48,1472.80
09:23:48,1472.60
09:23:50,1472.80
09:23:51,1472.70
09:23:52,1472.70
09:23:53,1472.70
09:23:53,1472.80
09:23:54,1472.70
09:23:55,1472.90
09:23:56,1472.90
09:23:57,1472.90
09:23:58,1472.85
09:23:59,1473.00
09:24:00,1473.00
09:24:01,1473.00
09:24:02,1472.85
09:24:03,1473.00
09:24:04,1473.00
09:24:05,1472.90
09:24:07,1473.00
09:24:07,1473.00
09:24:09,1472.95
09:24:10,1472.95
09:24:11,1473.00
09:24:12,1472.95
09:24:13,1472.10
09:24:13,1472.25
09:24:14,1471.85
09:24:16,1471.75
09:24:16,1471.70
09:24:17,1471.95
09:24:18,1471.65
09:24:19,1472.00
09:24:21,1471.95
09:24:21,1472.25
09:24:22,1472.05
09:24:23,1472.05
09:24:24,1472.15
09:24:26,1472.00
09:24:26,1471.70
09:24:27,1472.00
09:24:28,1472.00
09:24:30,1472.05
09:24:30,1472.00
09:24:31,1472.00
09:24:33,1472.00
09:24:34,1472.00
09:24:34,1472.00
09:24:36,1472.05
09:24:37,1472.00
09:24:38,1472.05
09:24:39,1472.05
09:24:40,1472.10
09:24:40,1472.05
09:24:42,1472.00
09:24:42,1472.00
09:24:44,1472.00
09:24:45,1472.00
09:24:46,1471.85
09:24:47,1471.85
09:24:47,1472.00
09:24:48,1472.00
09:24:50,1472.00
09:24:51,1471.90
09:24:52,1472.10
09:24:53,1472.50
09:24:54,1472.30
09:24:55,1472.35
09:24:56,1472.80
09:24:57,1472.45
09:24:58,1472.45
09:24:59,1472.45
09:25:00,1473.00
09:25:01,1473.00
09:25:02,1473.45
09:25:03,1473.95
09:25:04,1474.40
09:25:05,1474.10
09:25:06,1474.35
09:25:07,1474.55
09:25:08,1474.55
09:25:09,1474.55
09:25:10,1474.55
09:25:11,1474.65
09:25:12,1474.65
09:25:13,1474.35
09:25:14,1474.35
09:25:15,1474.55
09:25:16,1474.65
09:25:16,1474.35
09:25:17,1474.40
09:25:19,1474.35
09:25:19,1474.40
09:25:21,1474.35
09:25:22,1474.35
09:25:23,1474.25
09:25:24,1474.50
09:25:25,1474.50
09:25:26,1474.45
09:25:27,1474.10
09:25:28,1474.25
09:25:29,1474.25
09:25:30,1474.05
09:25:31,1474.05
09:25:32,1474.00
09:25:33,1474.05
09:25:34,1473.95
09:25:35,1473.80
09:25:36,1473.85
09:25:37,1473.95
09:25:38,1473.90
09:25:39,1473.80
09:25:40,1473.40
09:25:41,1473.65
09:25:42,1473.45
09:25:43,1473.45
09:25:44,1473.45
09:25:45,1473.45
09:25:46,1473.25
09:25:47,1473.45
09:25:48,1473.65
09:25:49,1474.00
09:25:50,1474.00
09:25:51,1473.95
09:25:52,1473.95
09:25:53,1473.95
09:25:53,1473.95
09:25:54,1473.95
09:25:55,1473.60
09:25:56,1473.85
09:25:57,1473.85
09:25:58,1473.85
09:25:59,1473.85
09:26:01,1473.50
09:26:02,1473.50
09:26:02,1473.65
09:26:03,1473.65
09:26:04,1473.65
09:26:05,1473.50
09:26:06,1473.60
09:26:07,1473.60
09:26:09,1473.60
09:26:10,1473.60
09:26:11,1473.50
09:26:12,1473.10
09:26:13,1473.30
09:26:14,1473.30
09:26:15,1473.30
09:26:16,1473.30
09:26:17,1473.30
09:26:18,1473.10
09:26:19,1473.05
09:26:20,1473.10
09:26:20,1473.30
09:26:22,1473.15
09:26:23,1473.05
09:26:24,1473.10
09:26:25,1473.15
09:26:26,1473.10
09:26:27,1473.15
09:26:28,1473.15
09:26:29,1473.30
09:26:30,1473.40
09:26:31,1473.75
09:26:32,1473.30
09:26:33,1473.80
09:26:34,1473.30
09:26:35,1473.50
09:26:37,1473.30
09:26:37,1473.85
09:26:39,1473.70
09:26:40,1473.70
09:26:41,1473.85
09:26:42,1473.75
09:26:43,1473.50
09:26:44,1473.50
09:26:45,1473.30
09:26:45,1473.30
09:26:47,1473.50
09:26:49,1473.50
09:26:50,1473.50
09:26:51,1473.50
09:26:52,1473.35
09:26:53,1473.75
09:26:54,1473.80
09:26:55,1474.25
09:26:56,1474.10
09:26:57,1474.30
09:26:58,1474.30
09:26:59,1474.20
09:27:00,1474.30
09:27:01,1474.20
09:27:02,1474.25
09:27:03,1474.80
09:27:04,1474.70
09:27:05,1474.70
09:27:06,1474.70
09:27:07,1474.30
09:27:08,1474.70
09:27:09,1474.30
09:27:10,1474.80
09:27:11,1474.70
09:27:12,1474.70
09:27:13,1474.70
09:27:14,1474.75
09:27:15,1474.75
09:27:16,1474.70
09:27:17,1474.50
09:27:18,1474.80
09:27:19,1474.75
09:27:20,1474.75
09:27:21,1474.80
09:27:22,1474.70
09:27:23,1474.60
09:27:25,1474.30
09:27:25,1474.30
09:27:26,1474.65
09:27:27,1474.35
09:27:28,1474.60
09:27:29,1474.80
09:27:30,1474.75
09:27:31,1474.75
09:27:32,1474.80
09:27:35,1475.50
09:27:36,1475.30
09:27:36,1475.85
09:27:37,1475.55
09:27:38,1476.05
09:27:40,1476.10
09:27:41,1475.75
09:27:42,1475.90
09:27:43,1476.25
09:27:43,1476.25
09:27:45,1476.35
09:27:46,1476.40
09:27:47,1476.35
09:27:48,1476.45
09:27:49,1476.45
09:27:50,1476.45
09:27:50,1476.45
09:27:52,1476.45
09:27:53,1476.45
09:27:54,1476.45
09:27:54,1476.45
09:27:56,1476.75
09:27:57,1476.60
09:27:58,1476.70
09:27:59,1476.70
09:28:00,1476.70
09:28:01,1476.50
09:28:02,1476.55
09:28:03,1476.85
09:28:04,1477.00
09:28:05,1476.75
09:28:06,1476.75
09:28:07,1477.40
09:28:08,1477.35
09:28:09,1477.05
09:28:10,1477.35
09:28:10,1477.45
09:28:11,1477.05
09:28:13,1477.40
09:28:13,1477.40
09:28:15,1477.05
09:28:16,1476.95
09:28:17,1477.00
09:28:18,1476.80
09:28:19,1476.10
09:28:20,1476.75
09:28:21,1476.85
09:28:22,1476.85
09:28:23,1476.85
09:28:24,1476.85
09:28:25,1476.85
09:28:26,1476.65
09:28:27,1476.60
09:28:28,1476.60
09:28:29,1476.75
09:28:30,1476.80
09:28:31,1476.80
09:28:32,1476.75
09:28:33,1476.80
09:28:34,1476.80
09:28:35,1477.35
09:28:36,1477.25
09:28:37,1477.25
09:28:38,1477.05
09:28:39,1477.05
09:28:40,1477.35
09:28:41,1477.40
09:28:42,1477.35
09:28:43,1477.30
09:28:44,1477.35
09:28:45,1477.30
09:28:46,1477.35
09:28:47,1477.35
09:28:48,1477.35
09:28:49,1477.35
09:28:50,1476.95
09:28:51,1477.05
09:28:52,1476.55
09:28:53,1477.10
09:28:54,1476.80
09:28:55,1477.10
09:28:56,1477.05
09:28:57,1477.05
09:28:58,1476.70
09:28:59,1477.10
09:29:00,1477.10
09:29:01,1477.00
09:29:02,1476.60
09:29:03,1476.90
09:29:04,1476.90
09:29:05,1476.90
09:29:06,1476.90
09:29:07,1476.90
09:29:09,1476.90
09:29:10,1476.90
09:29:11,1476.85
09:29:12,1476.80
09:29:13,1476.85
09:29:14,1476.80
09:29:15,1476.85
09:29:16,1476.85
09:29:17,1476.80
09:29:18,1476.80
09:29:19,1476.80
09:29:20,1476.85
09:29:21,1476.80
09:29:22,1476.80
09:29:23,1476.80
09:29:24,1476.70
09:29:25,1476.80
09:29:26,1476.40
09:29:27,1476.05
09:29:28,1476.60
09:29:29,1476.00
09:29:30,1476.00
09:29:31,1476.00
09:29:32,1476.00
09:29:33,1476.30
09:29:34,1476.20
09:29:35,1476.15
09:29:36,1476.00
09:29:37,1475.85
09:29:38,1476.00
09:29:39,1476.00
09:29:40,1476.00
09:29:42,1475.75
09:29:42,1475.75
09:29:44,1475.80
09:29:45,1475.75
09:29:46,1475.75
09:29:47,1475.80
09:29:48,1475.80
09:29:49,1475.65
09:29:49,1475.80
09:29:51,1475.80
09:29:52,1475.75
09:29:53,1475.40
09:29:54,1475.70
09:29:55,1475.70
09:29:56,1475.70
09:29:57,1475.70
09:29:57,1475.20
09:29:58,1475.70
09:30:00,1475.35
09:30:01,1475.25
09:30:02,1475.25
09:30:03,1475.20
09:30:04,1475.20
09:30:05,1475.00
09:30:06,1475.20
09:30:07,1475.25
09:30:08,1475.00
09:30:09,1475.20
09:30:10,1475.20
09:30:12,1475.00
09:30:13,1475.00
09:30:14,1475.00
09:30:15,1475.05
09:30:15,1475.05
09:30:16,1474.95
09:30:17,1474.50
09:30:19,1474.95
09:30:19,1474.95
09:30:20,1474.55
09:30:22,1474.55
09:30:22,1474.00
09:30:24,1474.25
09:30:24,1474.60
09:30:25,1474.55
09:30:27,1475.00
09:30:27,1474.35
09:30:28,1474.10
09:30:30,1474.65
09:30:30,1474.70
09:30:31,1474.20
09:30:33,1474.35
09:30:33,1474.70
09:30:35,1474.70
09:30:35,1474.40
09:30:36,1474.35
09:30:38,1474.35
09:30:39,1474.20
09:30:40,1474.20
09:30:40,1474.20
09:30:41,1474.35
09:30:42,1474.00
09:30:44,1474.25
09:30:44,1474.25
09:30:46,1474.00
09:30:47,1474.20
09:30:48,1474.05
09:30:49,1474.05
09:30:50,1474.05
09:30:51,1474.35
09:30:52,1474.45
09:30:52,1474.55
09:30:54,1475.00
09:30:55,1474.70
09:30:56,1474.70
09:30:57,1475.00
09:30:57,1474.70
09:30:58,1474.70
09:30:59,1474.70
09:31:00,1474.70
09:31:01,1474.45
09:31:02,1474.70
09:31:03,1474.40
09:31:04,1474.40
09:31:05,1474.90
09:31:05,1474.65
09:31:07,1474.70
09:31:08,1474.70
09:31:09,1475.00
09:31:10,1474.55
09:31:11,1475.30
09:31:12,1475.75
09:31:13,1475.95
09:31:14,1476.00
09:31:15,1476.00
09:31:16,1475.80
09:31:17,1475.95
09:31:18,1475.95
09:31:19,1475.80
09:31:20,1475.75
09:31:22,1475.50
09:31:23,1475.15
09:31:24,1475.00
09:31:25,1475.00
09:31:26,1475.00
09:31:27,1475.00
09:31:28,1474.85
09:31:29,1475.00
09:31:29,1475.00
09:31:30,1475.00
09:31:32,1475.00
09:31:33,1474.85
09:31:34,1474.90
09:31:35,1474.90
09:31:35,1475.15
09:31:37,1475.15
09:31:38,1475.15
09:31:39,1475.40
09:31:39,1475.25
09:31:41,1475.40
09:31:42,1475.30
09:31:43,1475.30
09:31:44,1475.30
09:31:45,1475.25
09:31:46,1475.40
09:31:47,1475.30
09:31:48,1475.30
09:31:49,1475.25
09:31:50,1475.40
09:31:51,1475.40
09:31:52,1475.25
09:31:53,1474.90
09:31:54,1474.95
09:31:55,1475.60
09:31:56,1475.45
09:31:57,1475.50
09:31:58,1474.90
09:31:59,1474.90
09:32:00,1475.00
09:32:01,1475.25
09:32:02,1475.25
09:32:03,1475.60
09:32:04,1476.35
09:32:05,1476.00
09:32:06,1476.20
09:32:07,1476.40
09:32:08,1476.10
09:32:09,1476.25
09:32:10,1476.25
09:32:11,1476.40
09:32:13,1476.40
09:32:14,1476.40
09:32:15,1477.00
09:32:16,1477.40
09:32:17,1477.40
09:32:18,1477.45
09:32:19,1477.35
09:32:20,1477.25
09:32:21,1477.30
09:32:22,1477.40
09:32:23,1477.80
09:32:24,1478.35
09:32:25,1478.70
09:32:26,1478.95
09:32:27,1479.00
09:32:27,1479.20
09:32:29,1479.35
09:32:30,1479.45
09:32:31,1479.75
09:32:32,1479.95
09:32:33,1479.85
09:32:34,1480.25
09:32:35,1480.00
09:32:36,1480.30
09:32:37,1480.25
09:32:38,1480.00
09:32:39,1480.10
09:32:40,1480.45
09:32:41,1480.45
09:32:42,1480.20
09:32:43,1480.55
09:32:44,1480.60
09:32:45,1480.00
09:32:45,1480.35
09:32:46,1480.35
09:32:47,1479.70
09:32:48,1479.45
09:32:49,1479.95
09:32:50,1480.00
09:32:51,1480.45
09:32:52,1480.00
09:32:53,1480.35
09:32:54,1480.40
09:32:55,1480.20
09:32:56,1480.40
09:32:57,1480.25
09:32:58,1480.65
09:32:59,1480.30
09:33:00,1480.65
09:33:01,1481.10
09:33:02,1480.40
09:33:03,1480.90
09:33:04,1480.65
09:33:05,1481.35
09:33:06,1481.00
09:33:07,1480.65
09:33:08,1481.00
09:33:09,1480.45
09:33:10,1480.60
09:33:11,1481.00
09:33:11,1481.00
09:33:13,1481.00
09:33:14,1480.55
09:33:15,1481.00
09:33:16,1481.00
09:33:17,1480.15
09:33:18,1480.35
09:33:19,1480.85
09:33:20,1480.05
09:33:21,1480.00
09:33:22,1480.50
09:33:23,1480.10
09:33:24,1480.00
09:33:25,1480.00
09:33:26,1479.95
09:33:27,1480.50
09:33:28,1480.50
09:33:29,1480.80
09:33:30,1480.70
09:33:31,1480.85
09:33:32,1480.70
09:33:33,1480.85
09:33:34,1480.85
09:33:35,1481.00
09:33:36,1480.95
09:33:37,1481.00
09:33:38,1481.05
09:33:39,1481.00
09:33:40,1481.00
09:33:41,1481.00
09:33:42,1480.85
09:33:43,1481.00
09:33:44,1481.00
09:33:45,1480.90
09:33:46,1481.00
09:33:47,1481.00
09:33:48,1481.05
09:33:49,1481.20
09:33:50,1481.25
09:33:51,1481.15
09:33:52,1481.20
09:33:53,1481.40
09:33:54,1481.00
09:33:55,1481.40
09:33:56,1481.40
09:33:57,1481.40
09:33:58,1481.40
09:33:59,1481.40
09:34:00,1481.35
09:34:01,1481.40
09:34:02,1481.40
09:34:03,1481.50
09:34:05,1481.75
09:34:06,1481.90
09:34:06,1481.90
09:34:08,1482.20
09:34:09,1482.20
09:34:10,1482.60
09:34:11,1482.90
09:34:12,1482.60
09:34:12,1483.00
09:34:13,1482.65
09:34:15,1483.10
09:34:16,1483.05
09:34:17,1483.15
09:34:18,1483.00
09:34:19,1483.15
09:34:20,1483.20
09:34:21,1482.70
09:34:22,1483.45
09:34:23,1483.20
09:34:23,1483.55
09:34:24,1483.80
09:34:25,1484.10
09:34:27,1484.10
09:34:28,1484.00
09:34:29,1484.00
09:34:30,1484.45
09:34:31,1484.55
09:34:32,1484.10
09:34:33,1485.00
09:34:34,1485.05
09:34:35,1485.00
09:34:36,1485.40
09:34:37,1485.35
09:34:37,1485.50
09:34:38,1485.65
09:34:39,1485.95
09:34:40,1486.35
09:34:41,1486.45
09:34:42,1486.50
09:34:43,1486.05
09:34:44,1486.25
09:34:45,1486.35
09:34:46,1486.05
09:34:48,1485.75
09:34:49,1485.85
09:34:50,1485.35
09:34:51,1485.70
09:34:52,1485.40
09:34:53,1485.05
09:34:54,1484.70
09:34:55,1484.70
09:34:56,1485.00
09:34:57,1485.55
09:34:58,1485.05
09:34:59,1485.05
09:35:00,1485.65
09:35:01,1485.05
09:35:02,1485.00
09:35:03,1484.40
09:35:04,1485.10
09:35:05,1485.45
09:35:06,1485.60
09:35:06,1485.20
09:35:07,1485.95
09:35:08,1486.45
09:35:09,1486.10
09:35:10,1486.50
09:35:11,1486.00
09:35:12,1486.00
09:35:13,1485.70
09:35:14,1486.45
09:35:16,1486.50
09:35:17,1486.35
09:35:18,1486.70
09:35:19,1487.20
09:35:20,1487.20
09:35:21,1487.20
09:35:21,1486.80
09:35:22,1487.15
09:35:23,1486.45
09:35:24,1486.75
09:35:25,1487.50
09:35:26,1486.80
09:35:27,1486.80
09:35:29,1487.00
09:35:30,1487.00
09:35:31,1486.75
09:35:32,1486.40
09:35:33,1486.95
09:35:34,1486.90
09:35:34,1486.90
09:35:35,1486.75
09:35:36,1486.90
09:35:37,1487.00
09:35:38,1486.85
09:35:39,1487.10
09:35:40,1486.95
09:35:41,1487.20
09:35:42,1487.25
09:35:43,1487.30
09:35:44,1487.50
09:35:45,1487.50
09:35:46,1487.50
09:35:47,1488.00
09:35:49,1487.65
09:35:50,1487.65
09:35:51,1487.65
09:35:52,1487.50
09:35:53,1487.35
09:35:54,1487.15
09:35:55,1487.15
09:35:56,1487.35
09:35:57,1487.50
09:35:57,1487.50
09:35:58,1487.90
09:35:59,1487.75
09:36:00,1488.00
09:36:01,1487.90
09:36:02,1487.90
09:36:03,1487.90
09:36:04,1487.35
09:36:05,1486.95
09:36:06,1486.30
09:36:07,1486.55
09:36:09,1486.75
09:36:10,1486.90
09:36:11,1486.55
09:36:12,1486.55
09:36:12,1486.55
09:36:14,1486.95
09:36:14,1486.90
09:36:15,1487.30
09:36:17,1487.25
09:36:17,1487.35
09:36:19,1487.00
09:36:20,1486.00
09:36:21,1485.35
09:36:22,1485.20
09:36:23,1485.10
09:36:24,1485.10
09:36:25,1485.45
09:36:26,1485.55
09:36:27,1485.65
09:36:28,1485.50
09:36:29,1485.75
09:36:30,1486.35
09:36:31,1486.00
09:36:32,1486.05
09:36:33,1486.20
09:36:34,1486.30
09:36:35,1486.60
09:36:36,1486.75
09:36:37,1486.80
09:36:38,1486.35
09:36:39,1486.80
09:36:40,1486.65
09:36:41,1486.50
09:36:42,1486.50
09:36:43,1486.80
09:36:44,1486.35
09:36:45,1486.80
09:36:46,1486.60
09:36:47,1486.35
09:36:48,1486.45
09:36:49,1486.60
09:36:50,1487.25
09:36:51,1486.80
09:36:52,1486.45
09:36:53,1486.95
09:36:54,1487.00
09:36:55,1486.95
09:36:56,1486.45
09:36:57,1486.00
09:36:58,1486.40
09:36:59,1486.55
09:37:00,1486.50
09:37:01,1486.50
09:37:02,1486.50
09:37:03,1486.60
09:37:04,1486.50
09:37:05,1486.55
09:37:06,1486.60
09:37:07,1486.70
09:37:08,1486.85
09:37:09,1486.70
09:37:10,1486.10
09:37:11,1486.45
09:37:12,1486.60
09:37:13,1486.50
09:37:14,1486.55
09:37:15,1486.60
09:37:16,1486.75
09:37:17,1486.10
09:37:18,1486.55
09:37:19,1486.70
09:37:20,1486.65
09:37:21,1486.10
09:37:21,1486.50
09:37:22,1486.50
09:37:23,1486.50
09:37:24,1486.50
09:37:25,1486.55
09:37:26,1486.65
09:37:27,1486.55
09:37:29,1486.15
09:37:29,1486.45
09:37:30,1486.15
09:37:31,1486.45
09:37:32,1486.75
09:37:33,1486.75
09:37:35,1486.75
09:37:36,1486.75
09:37:37,1486.75
09:37:38,1486.95
09:37:39,1487.00
09:37:40,1487.00
09:37:41,1487.25
09:37:42,1487.10
09:37:43,1487.35
09:37:44,1487.10
09:37:45,1487.30
09:37:46,1487.30
09:37:47,1487.10
09:37:48,1487.45
09:37:49,1487.40
09:37:50,1487.30
09:37:51,1487.25
09:37:52,1487.10
09:37:53,1487.25
09:37:54,1487.25
09:37:55,1487.40
09:37:56,1487.30
09:37:57,1487.55
09:37:58,1487.25
09:37:59,1487.65
09:38:00,1487.65
09:38:01,1488.10
09:38:02,1488.30
09:38:03,1488.35
09:38:04,1488.00
09:38:05,1488.50
09:38:06,1488.45
09:38:07,1488.20
09:38:08,1488.45
09:38:09,1488.10
09:38:10,1487.90
09:38:11,1488.25
09:38:12,1488.45
09:38:13,1488.70
09:38:14,1488.95
09:38:15,1488.95
09:38:16,1489.45
09:38:17,1489.50
09:38:18,1489.55
09:38:19,1489.70
09:38:20,1489.75
09:38:21,1489.65
09:38:22,1489.50
09:38:23,1489.65
09:38:24,1489.50
09:38:25,1489.70
09:38:26,1489.55
09:38:27,1489.65
09:38:28,1489.70
09:38:29,1490.00
09:38:30,1490.10
09:38:31,1490.10
09:38:32,1489.95
09:38:33,1490.05
09:38:34,1490.10
09:38:35,1490.10
09:38:36,1490.10
09:38:37,1490.25
09:38:38,1490.65
09:38:39,1490.70
09:38:40,1490.70
09:38:41,1491.00
09:38:42,1490.70
09:38:43,1490.80
09:38:44,1490.65
09:38:45,1490.65
09:38:46,1490.65
09:38:47,1490.65
09:38:48,1491.00
09:38:49,1491.00
09:38:50,1490.95
09:38:51,1490.90
09:38:52,1490.80
09:38:53,1490.80
09:38:54,1490.60
09:38:55,1490.60
09:38:56,1490.30
09:38:57,1490.80
09:38:58,1490.85
09:38:59,1490.60
09:39:00,1490.85
